datetime,R_TS,Cum_R_TS,Equity_TS
2020-03-26 10:00:00+00:00,0.0,0.0,1.0
2020-03-26 11:00:00+00:00,-0.0007198812298046322,-0.0007198812298046322,0.9992803778225219
2020-03-26 12:00:00+00:00,0.0013387228388983777,0.0006188416090937456,1.0006190331310676
2020-03-26 13:00:00+00:00,0.0006298098487032042,0.0012486514577969498,1.0012494313475981
2020-03-26 14:00:00+00:00,-0.0014052018615944909,-0.00015655040379754107,0.9998434618495775
2020-03-26 15:00:00+00:00,0.0004385436465567593,0.00028199324275921824,1.0002820330065914
2020-03-26 16:00:00+00:00,0.0008762023333213172,0.0011581955760805356,1.0011588665435889
2020-03-26 17:00:00+00:00,-0.00011537719773609666,0.001042818378344439,1.0010433623024846
2020-03-26 18:00:00+00:00,-0.00019161377035979704,0.000851204607984642,1.0008515669854388
2020-03-26 19:00:00+00:00,0.0010285879123773968,0.0018797925203620388,1.001881560437921
2020-03-26 20:00:00+00:00,0.0013944024015197004,0.003274194921881739,1.003279560952954
2020-03-26 21:00:00+00:00,0.00033150630494916886,0.003605701226830908,1.00361220958755
2020-03-26 22:00:00+00:00,0.0015682493904301113,0.005173950617261019,1.0051873586138864
2020-03-26 23:00:00+00:00,0.003032415116706994,0.008206365733968013,1.008240130251377
2020-03-27 00:00:00+00:00,0.0012166720157583055,0.009423037749726318,1.0094675743500467
2020-03-27 01:00:00+00:00,-0.0011972029296241444,0.008225834820102173,1.0082597599564023
2020-03-27 02:00:00+00:00,-0.0003974170646065147,0.007828417755495658,1.007859139934129
2020-03-27 03:00:00+00:00,0.001048550979853907,0.008876968735349565,1.0089164858665427
2020-03-27 04:00:00+00:00,-0.0022304612864456844,0.0066465074489038805,1.0066686444970465
2020-03-27 05:00:00+00:00,-0.003032480003261204,0.0036140274456426765,1.0036205659171973
2020-03-27 06:00:00+00:00,-3.4166124245224485e-05,0.003579861321397452,1.0035862766780157
2020-03-27 07:00:00+00:00,0.0029588014625020554,0.006538662783899508,1.0065600865081155
2020-03-27 08:00:00+00:00,-0.0017561492511342504,0.004782513532765258,1.0047939680037183
2020-03-27 09:00:00+00:00,-0.0014788073889165328,0.0033037061438487246,1.0033091693956606
2020-03-27 10:00:00+00:00,0.0008539555466315329,0.004157661690480257,1.004166316756635
2020-03-27 11:00:00+00:00,0.0008540208256321859,0.005011682516112443,1.0050242620029521
2020-03-27 12:00:00+00:00,-0.0011973465365392733,0.0038143359795731694,1.0038216198171124
2020-03-27 13:00:00+00:00,-0.001631174789388005,0.0021831611901851644,1.002185546021751
2020-03-27 14:00:00+00:00,0.0015439709062591454,0.0037271320964443098,1.0037340864905742
2020-03-27 15:00:00+00:00,0.001960749816120229,0.005687881912564538,1.0057040886256101
2020-03-27 16:00:00+00:00,0.0014383839357050867,0.007126265848269625,1.0071517181046667
2020-03-27 17:00:00+00:00,-0.00027200265925476566,0.0068542631890148595,1.0068778074129763
2020-03-27 18:00:00+00:00,0.0020326681773120032,0.008886931366326862,1.008926537379248
2020-03-27 19:00:00+00:00,-0.0004435007379044898,0.008443430628422371,1.0084791769251074
2020-03-27 20:00:00+00:00,0.001432075782560812,0.009875506410983184,1.0099244301406647
2020-03-27 21:00:00+00:00,0.0004542394564845676,0.010329745867467752,1.010383281871293
2020-03-27 22:00:00+00:00,-0.0010734508125626644,0.009256295054905087,1.0092992670387622
2020-03-27 23:00:00+00:00,-0.01610624917726327,-0.006849954122358183,0.9931734533362135
2020-03-28 00:00:00+00:00,-0.0015101016104851165,-0.0083600557328433,0.9916747923548167
2020-03-28 01:00:00+00:00,-0.001457845832967495,-0.009817901565810794,0.9902301366896064
2020-03-28 02:00:00+00:00,0.00014459246106742954,-0.009673309104743365,0.9903733268539532
2020-03-28 03:00:00+00:00,-0.0008403070009481525,-0.010513616105691518,0.9895414587750804
2020-03-28 04:00:00+00:00,9.071510574383687e-05,-0.01042290099994768,0.9896312292048565
2020-03-28 05:00:00+00:00,-2.894646018455842e-05,-0.01045184746013224,0.9896025832984837
2020-03-28 06:00:00+00:00,-9.786172114093664e-05,-0.010549709181273176,0.9895057438249526
2020-03-28 07:00:00+00:00,-0.0001660498875865406,-0.010715759068859717,0.989341450148275
2020-03-28 08:00:00+00:00,-0.0006949390619046184,-0.011410698130764335,0.9886541569701041
2020-03-28 09:00:00+00:00,-5.500636617447642e-05,-0.011465704496938811,0.988599776193184
2020-03-28 10:00:00+00:00,-5.5293373629390014e-05,-0.0115209978705682,0.9885451146876124
2020-03-28 11:00:00+00:00,0.0007417572952118413,-0.010779240575356359,0.9892786472560122
2020-03-28 12:00:00+00:00,-0.0001161313906074296,-0.010895371965963789,0.9891637676217031
2020-03-28 13:00:00+00:00,-0.00010102081995945357,-0.010996392785923242,0.9890638465339638
2020-03-28 14:00:00+00:00,-0.00014337257451317868,-0.011139765360436421,0.9889220520688901
2020-03-28 15:00:00+00:00,0.0007333109591929033,-0.010406454401243518,0.989647505406392
2020-03-28 16:00:00+00:00,0.0008182470917180777,-0.009588207309525441,0.9904576129884042
2020-03-28 17:00:00+00:00,0.00459382352848106,-0.004994383781044382,0.9950180674163214
2020-03-28 18:00:00+00:00,-0.003900113137396123,-0.008894496918440504,0.9911449421025739
2020-03-28 19:00:00+00:00,-0.00138338292924491,-0.010277879847685415,0.9897747570730674
2020-03-28 20:00:00+00:00,-0.0022622140560395222,-0.012540093903724937,0.987538205438393
2020-03-28 21:00:00+00:00,-0.0002638722356658578,-0.012803966139390796,0.9872776559017247
2020-03-28 22:00:00+00:00,0.00011054788619187169,-0.012693418253198923,0.9873868033925701
2020-03-28 23:00:00+00:00,-0.00014298631887178917,-0.012836404572070713,0.9872456306813742
2020-03-29 00:00:00+00:00,0.00029479505424246055,-0.012541609517828253,0.9875367087126955
2020-03-29 01:00:00+00:00,0.00011599170585729681,-0.012425617811970956,0.9876512614235895
2020-03-29 02:00:00+00:00,6.290012766204647e-06,-0.012419327799204752,0.9876574737821704
2020-03-29 03:00:00+00:00,0.00045730161010564484,-0.011962026189099107,0.9881092344227251
2020-03-29 04:00:00+00:00,-0.0002751980657005827,-0.01223722425479969,0.9878373460859992
2020-03-29 05:00:00+00:00,0.0009848682662870378,-0.011252355988512652,0.9888107149818031
2020-03-29 06:00:00+00:00,0.00039310005202314975,-0.010859255936489502,0.9891994929346138
2020-03-29 07:00:00+00:00,-0.0002008913243948384,-0.011060147260884341,0.9890007912977732
2020-03-29 08:00:00+00:00,0.0001461254174825237,-0.010914021843401818,0.9891453200106942
2020-03-29 09:00:00+00:00,0.0015398559435638461,-0.009374165899837972,0.9906696346220191
2020-03-29 10:00:00+00:00,-0.0025384557756226722,-0.011912621675460644,0.9881580526847847
2020-03-29 11:00:00+00:00,0.0009031650115674354,-0.011009456663893209,0.9890509256089671
2020-03-29 12:00:00+00:00,0.0004571230778483336,-0.010552333586044875,0.9895031469647645
2020-03-29 13:00:00+00:00,-0.0006584244435868252,-0.0112107580296317,0.988851848344792
2020-03-29 14:00:00+00:00,-0.0003796598446252985,-0.011590417874256997,0.9884764922640163
2020-03-29 15:00:00+00:00,0.0001295018032073849,-0.011460916071049612,0.9886045100412802
2020-03-29 16:00:00+00:00,0.0019644393987363054,-0.009496476672313306,0.9905484724636102
2020-03-29 17:00:00+00:00,-0.0010567348402074459,-0.010553211512520751,0.9895022782541352
2020-03-29 18:00:00+00:00,0.002172113344796771,-0.00838109816772398,0.991653925322123
2020-03-29 19:00:00+00:00,0.005694105026687719,-0.002686993141036261,0.9973166135938865
2020-03-29 20:00:00+00:00,-0.0011412597037038829,-0.003828252844740144,0.9961790655732847
2020-03-29 21:00:00+00:00,0.002041805984281702,-0.001786446860458442,0.9982151478859496
2020-03-29 22:00:00+00:00,-0.001038197761574627,-0.002824644622033069,0.9971793409331119
2020-03-29 23:00:00+00:00,0.0022336635734102345,-0.0005909810486228345,0.9994091935462813
2020-03-30 00:00:00+00:00,-0.0020561047564214728,-0.0026470858050443072,0.9973564146372471
2020-03-30 01:00:00+00:00,-0.0009289063435601683,-0.0035759921486044756,0.9964303940966633
2020-03-30 02:00:00+00:00,-0.001682748879726443,-0.005258741028330918,0.9947550619442518
2020-03-30 03:00:00+00:00,-0.00025857671171241204,-0.00551731774004333,0.9944978747041234
2020-03-30 04:00:00+00:00,-0.0015200306163689141,-0.007037348356412244,0.9929873557949905
2020-03-30 05:00:00+00:00,-0.0063946705433504825,-0.013432018899762727,0.9866577881198935
2020-03-30 06:00:00+00:00,-0.0005790202088101358,-0.014011039108572862,0.986086658685091
2020-03-30 07:00:00+00:00,-0.0009745330190385803,-0.014985572127611441,0.9851261527749484
2020-03-30 08:00:00+00:00,-0.000431492754973058,-0.0154170648825845,0.9847011696724501
2020-03-30 09:00:00+00:00,0.00017734522421130185,-0.015239719658373199,0.9848758172081623
2020-03-30 10:00:00+00:00,0.0009252379553409626,-0.014314481703032235,0.9857874833845781
2020-03-30 11:00:00+00:00,-0.0012307880952281414,-0.015545269798260377,0.9845749342342012
2020-03-30 12:00:00+00:00,0.00039723330804866436,-0.015148036490211712,0.9849661178827923
2020-03-30 13:00:00+00:00,0.00020769706854462797,-0.014940339421667084,0.9851707137043331
2020-03-30 14:00:00+00:00,-0.0003561161780833667,-0.015296455599750451,0.9848199409366447
2020-03-30 15:00:00+00:00,6.754204419989071e-05,-0.01522891355555056,0.9848864599350137
2020-03-30 16:00:00+00:00,-0.0006293164982954932,-0.015858230053846054,0.9842668496227739
2020-03-30 17:00:00+00:00,6.122424834312319e-05,-0.01579700580550293,0.9843271124655659
2020-03-30 18:00:00+00:00,4.2197786216079934e-05,-0.015754808019286852,0.9843686497670093
2020-03-30 19:00:00+00:00,-0.0005975403333198216,-0.016352348352606672,0.9837806254975234
2020-03-30 20:00:00+00:00,0.0002325529595529488,-0.016119795393053724,0.9840094331974564
2020-03-30 21:00:00+00:00,0.00016988968140393715,-0.015949905711649788,0.984176620447853
2020-03-30 22:00:00+00:00,-0.0005054072967679412,-0.01645531300841773,0.98367933607873
2020-03-30 23:00:00+00:00,-0.0009496447707604267,-0.017404957779178158,0.9827456335541475
2020-03-31 00:00:00+00:00,4.988798214503897e-05,-0.01735506979703312,0.9827946619737216
2020-03-31 01:00:00+00:00,0.0008554105050195258,-0.016499659292013594,0.9836357145231589
2020-03-31 02:00:00+00:00,-0.001000706532122715,-0.017500365824136308,0.9826518761872335
2020-03-31 03:00:00+00:00,0.0009275055881276914,-0.016572860236008617,0.9835637140955904
2020-03-31 04:00:00+00:00,-0.0008570538048880289,-0.017429914040896645,0.9827211082029456
2020-03-31 05:00:00+00:00,0.0006089269737909551,-0.01682098706710569,0.9833196958230221
2020-03-31 06:00:00+00:00,0.00015390871547945267,-0.01666707835162624,0.9834710489412951
2020-03-31 07:00:00+00:00,-0.00011155447969693422,-0.016778632831323175,0.9833613444592605
2020-03-31 08:00:00+00:00,0.000771108806679829,-0.016007524024643345,0.9841199154849329
2020-03-31 09:00:00+00:00,-0.0008049247005193637,-0.01681244872516271,0.9833280917786681
2020-03-31 10:00:00+00:00,0.00014774742390632638,-0.01666470130125638,0.9834733867042943
2020-03-31 11:00:00+00:00,-9.555372320894157e-05,-0.016760255024465324,0.9833794166501835
2020-03-31 12:00:00+00:00,-0.0008580688642816744,-0.017618323888746998,0.9825359713098243
2020-03-31 13:00:00+00:00,0.0002589932372730368,-0.01735933065147396,0.9827904744376429
2020-03-31 14:00:00+00:00,0.0014539606235829798,-0.01590537002789098,0.9842204524026199
2020-03-31 15:00:00+00:00,0.0005175620914553294,-0.015387807936435651,0.9847299794429849
2020-03-31 16:00:00+00:00,-0.0005730679764563529,-0.015960875912892004,0.9841658238914891
2020-03-31 17:00:00+00:00,0.0003120828589572657,-0.01564879305393474,0.9844730131072483
2020-03-31 18:00:00+00:00,0.000269332205189652,-0.015379460848745087,0.9847381991047799
2020-03-31 19:00:00+00:00,2.844408787764332e-05,-0.015351016760867444,0.9847662094830146
2020-03-31 20:00:00+00:00,0.0011608162914503377,-0.014190200469417106,0.9859100058825614
2020-03-31 21:00:00+00:00,-0.00013487122071272355,-0.01432507169012983,0.9857770439631248
2020-03-31 22:00:00+00:00,-0.0005011868493055344,-0.014826258539435365,0.9852831092594714
