datetime,R_TS_RB,Cum_R_TS_RB,Equity_TS_RB
2020-03-03 22:00:00+00:00,0.0,0.0,1.0
2020-03-03 23:00:00+00:00,0.0,0.0,1.0
2020-03-04 00:00:00+00:00,-0.003946067875373682,-0.003946067875373682,0.9960617076195589
2020-03-04 01:00:00+00:00,0.003013947162024214,-0.0009321207133494679,0.9990683135762154
2020-03-04 02:00:00+00:00,0.0007477625095681732,-0.0001843582037812947,0.9998156587891481
2020-03-04 03:00:00+00:00,-0.0008704404887124429,-0.0010547986924937377,0.9989457574121038
2020-03-04 04:00:00+00:00,-0.004514111903269209,-0.005568910595762947,0.9944465670423261
2020-03-04 05:00:00+00:00,-0.0007933979880614706,-0.006362308583824417,0.9936578880463359
2020-03-04 06:00:00+00:00,-0.000780935227102005,-0.007143243810926422,0.9928822085150295
2020-03-04 07:00:00+00:00,-0.0007973280862891212,-0.007940571897215544,0.9920908711634749
2020-03-04 08:00:00+00:00,0.0006099821905150683,-0.007330589706700475,0.9926962135315196
2020-03-04 09:00:00+00:00,-0.004505347523119545,-0.01183593722982002,0.9882338319427683
2020-03-04 10:00:00+00:00,0.002315880945326906,-0.009520056284493114,0.9905251159901537
2020-03-04 11:00:00+00:00,-0.00035720394460388237,-0.009877260229096995,0.9901713596968259
2020-03-04 12:00:00+00:00,-0.00016374317249852192,-0.010041003401595517,0.9900092391704989
2020-03-04 13:00:00+00:00,6.759631224394018e-05,-0.009973407089351577,0.9900761624060107
2020-03-04 14:00:00+00:00,-0.0065162543045689195,-0.016489661393920496,0.9836455488619548
2020-03-04 15:00:00+00:00,0.006817388008288583,-0.009672273385631914,0.9903743526030664
2020-03-04 16:00:00+00:00,-0.0014016654548726986,-0.011073938840504612,0.9889871515086729
2020-03-04 17:00:00+00:00,-0.0008590941390687496,-0.011933032979573361,0.9881378832961024
2020-03-04 18:00:00+00:00,-0.0019424131115264786,-0.013875446091099839,0.9862203742158733
2020-03-04 19:00:00+00:00,-0.004971287138634247,-0.018846733229734087,0.9813297559595937
2020-03-04 20:00:00+00:00,-0.0046285830256165015,-0.023475316255350587,0.9767980854057852
2020-03-04 21:00:00+00:00,-0.0030448708456577837,-0.026520187101008372,0.9738283848651368
2020-03-04 22:00:00+00:00,0.004558512977590254,-0.021961674123418116,0.9782777276841905
2020-03-04 23:00:00+00:00,0.0011486639795722075,-0.020813010143845907,0.9794020857031515
2020-03-05 00:00:00+00:00,0.005839686724340869,-0.014973323419505039,0.9851382193715417
2020-03-05 01:00:00+00:00,0.0009289526582376493,-0.01404437076126739,0.9860537913348216
2020-03-05 02:00:00+00:00,0.003996244912720053,-0.010048125848547338,0.9900021879073222
2020-03-05 03:00:00+00:00,-0.005368195351322745,-0.015416321199870082,0.9847019019779613
2020-03-05 04:00:00+00:00,-0.001521118856555141,-0.016937440056425224,0.983205191972274
2020-03-05 05:00:00+00:00,0.003767268514395293,-0.013170171542029931,0.986916175682273
2020-03-05 06:00:00+00:00,-0.0007090372889660417,-0.013879208830995972,0.9862166633321064
2020-03-05 07:00:00+00:00,0.001870465827355294,-0.012008743003640679,0.9880630741851117
2020-03-05 08:00:00+00:00,-0.003832739528214975,-0.015841482531855654,0.9842833337915164
2020-03-05 09:00:00+00:00,0.01468693415592079,-0.0011545483759348631,0.9988461178586167
