datetime,R_PASSIVE_EQUAL,Cum_R_PASSIVE_EQUAL,Equity_PASSIVE_EQUAL
2020-03-26 22:00:00+00:00,0.0,0.0,1.0
2020-03-26 23:00:00+00:00,0.01252957096681827,0.01252957096681827,1.0126083949071507
2020-03-27 00:00:00+00:00,0.006320898473764764,0.018850469440583034,1.0190292612089138
2020-03-27 01:00:00+00:00,-0.0055121221160130615,0.013338347324569972,1.01342769990921
2020-03-27 02:00:00+00:00,-0.000552729472908413,0.01278561785166156,1.0128677033283728
2020-03-27 03:00:00+00:00,0.00342911144894128,0.01621472930060284,1.016346901435884
2020-03-27 04:00:00+00:00,-0.008293861043857926,0.007920868256744913,1.0079523213240713
2020-03-27 05:00:00+00:00,-0.009968268231360083,-0.00204739997461517,0.997954694519047
2020-03-27 06:00:00+00:00,-0.0006799897674852457,-0.0027273897421004156,0.9972763262062547
2020-03-27 07:00:00+00:00,0.00896511510210369,0.006237725360003273,1.0062572204828315
2020-03-27 08:00:00+00:00,-0.0061837610970973565,5.396426290591675e-05,1.0000539657190028
2020-03-27 09:00:00+00:00,-0.003744450281917402,-0.0036904860190114853,0.9963163154550293
2020-03-27 10:00:00+00:00,0.0012355852466341814,-0.002454900772377304,0.9975481100322776
2020-03-27 11:00:00+00:00,0.0016620415610533019,-0.0007928592113240021,0.9992074550184883
2020-03-27 12:00:00+00:00,-0.0024194258563624443,-0.0032122850676864463,0.9967928687999507
2020-03-27 13:00:00+00:00,-0.005133233949597945,-0.008345519017284392,0.991689208153979
2020-03-27 14:00:00+00:00,0.003449906251765651,-0.004895612765518741,0.9951163512150218
2020-03-27 15:00:00+00:00,0.00526617914090651,0.00037056637538776874,1.0003706350435888
2020-03-27 16:00:00+00:00,0.01023931835498648,0.010609884730374249,1.0106663691449984
2020-03-27 17:00:00+00:00,-0.0002495158793276081,0.010360368851046641,1.0104142232956992
2020-03-27 18:00:00+00:00,0.004170838560549862,0.014531207411596504,1.0146372986611254
2020-03-27 19:00:00+00:00,-0.0010000982632670974,0.013531109148329407,1.0136230689101304
2020-03-27 20:00:00+00:00,0.0038907398780925325,0.01742184902642194,1.0175744946057832
2020-03-27 21:00:00+00:00,0.003066888467539744,0.020488737493961684,1.0207000725377282
2020-03-27 22:00:00+00:00,-0.003517875809747071,0.016970861684214612,1.0171156848554344
2020-03-27 23:00:00+00:00,-0.048976179684221154,-0.03200531800000654,0.968501431574883
2020-03-28 00:00:00+00:00,-0.00967255091019452,-0.04167786891020106,0.9591787120954283
2020-03-28 01:00:00+00:00,-0.0112670322857897,-0.05294490119599076,0.9484322685263418
2020-03-28 02:00:00+00:00,-0.001772982344546589,-0.05471788354053735,0.9467522046611336
2020-03-28 03:00:00+00:00,-0.01911630869318358,-0.07383419223372092,0.9288256875867763
2020-03-28 04:00:00+00:00,0.01064349916796285,-0.06319069306575807,0.9387644407502744
2020-03-28 05:00:00+00:00,-0.003123744802845026,-0.0663144378686031,0.9358365555712457
2020-03-28 06:00:00+00:00,-0.0002478093170791651,-0.06656224718568227,0.9356046752857461
2020-03-28 07:00:00+00:00,0.004306418392196712,-0.062255828793485554,0.939642468440423
2020-03-28 08:00:00+00:00,0.007481538592759767,-0.054774290200725786,0.9466988030373604
2020-03-28 09:00:00+00:00,7.102131592848844e-05,-0.0547032688847973,0.9467660412197839
2020-03-28 10:00:00+00:00,0.0021845181292645312,-0.052518750755532764,0.9488365294871941
2020-03-28 11:00:00+00:00,-0.004302498968531586,-0.05682124972406435,0.9447629309086438
2020-03-28 12:00:00+00:00,0.0026021659691100123,-0.054219083754954336,0.9472245622539583
2020-03-28 13:00:00+00:00,-5.918675274957472e-05,-0.05427827050770391,0.9471685007670589
2020-03-28 14:00:00+00:00,0.0058866039449289795,-0.04839166656277493,0.9527605495403584
2020-03-28 15:00:00+00:00,-0.0027790926219386563,-0.05117075918471359,0.9501164155750524
2020-03-28 16:00:00+00:00,0.004754043873580101,-0.046416715311133484,0.9546440644930841
2020-03-28 17:00:00+00:00,-0.027915725705071982,-0.07433244101620547,0.9283630165909975
2020-03-28 18:00:00+00:00,0.01942279764659462,-0.05490964336961085,0.9465706730259869
2020-03-28 19:00:00+00:00,0.00923399743242267,-0.04567564593718818,0.9553517841746003
2020-03-28 20:00:00+00:00,0.010411312058065397,-0.03526433387912278,0.9653502077637968
2020-03-28 21:00:00+00:00,0.000566024013863734,-0.03469830986525905,0.965896773833347
2020-03-28 22:00:00+00:00,-0.004788995713595173,-0.03948730557885422,0.9612821568336828
2020-03-28 23:00:00+00:00,0.0008135790775336151,-0.03867372650132061,0.9620645541119606
2020-03-29 00:00:00+00:00,-0.003472272482038345,-0.042145998983358954,0.9587297967783418
2020-03-29 01:00:00+00:00,-0.0017891807420899442,-0.0439351797254489,0.9570159895017477
2020-03-29 02:00:00+00:00,-0.0022743754864692606,-0.04620955521191816,0.9548418491380359
2020-03-29 03:00:00+00:00,-0.00045033239108378885,-0.04665988760300195,0.9544119497310859
2020-03-29 04:00:00+00:00,0.0014245977992682797,-0.045235289803733675,0.955772571833782
2020-03-29 05:00:00+00:00,-0.009967264861194175,-0.05520255466492785,0.946293452386552
