datetime,R_CS_RB,Cum_R_CS_RB,Equity_CS_RB
2020-03-26 22:00:00+00:00,0.0,0.0,1.0
2020-03-26 23:00:00+00:00,0.0,0.0,1.0
2020-03-27 00:00:00+00:00,-0.002413751979907967,-0.002413751979907967,0.9975891587769828
2020-03-27 01:00:00+00:00,-0.0016668217022414121,-0.004080573682149379,0.9959277405458539
2020-03-27 02:00:00+00:00,-0.0013314545637443424,-0.005412028245893721,0.9946025903949182
2020-03-27 03:00:00+00:00,-0.0003455199454471703,-0.005757548191340891,0.9942589947251401
2020-03-27 04:00:00+00:00,-0.0007239542501995396,-0.006481502441540431,0.9935394571876653
2020-03-27 05:00:00+00:00,0.0011254647429532316,-0.0053560376985871995,0.9946582802973464
2020-03-27 06:00:00+00:00,-0.001768024364106868,-0.007124062062694067,0.9929012539142391
2020-03-27 07:00:00+00:00,-0.002684253303937405,-0.009808315366631473,0.9902396292784289
2020-03-27 08:00:00+00:00,0.000310681312609007,-0.009497634054022467,0.9905473260215897
2020-03-27 09:00:00+00:00,-0.0003660300037661012,-0.009863664057788568,0.9901848223277769
2020-03-27 10:00:00+00:00,-0.0015636491700744524,-0.011427313227863022,0.9886377305217529
2020-03-27 11:00:00+00:00,0.0046273487550133,-0.0067999644728497215,0.9932231029700205
2020-03-27 12:00:00+00:00,-0.0030222465994626238,-0.009822211072312344,0.9902258692955895
2020-03-27 13:00:00+00:00,-0.0005673204710799188,-0.010389531543392264,0.9896642532121588
2020-03-27 14:00:00+00:00,0.0008161062606035812,-0.009573425282788683,0.9904722540675331
2020-03-27 15:00:00+00:00,0.001428066904356563,-0.00814535837843212,0.9918877251664092
2020-03-27 16:00:00+00:00,-0.00838524309048443,-0.01653060146891655,0.9836052791637426
2020-03-27 17:00:00+00:00,0.0011360262235255011,-0.015394575245391048,0.9847233154935249
2020-03-27 18:00:00+00:00,-0.0014377071405286832,-0.01683228238591973,0.9833085889762895
2020-03-27 19:00:00+00:00,0.0034909505755647222,-0.013341331810355008,0.986747269300272
2020-03-27 20:00:00+00:00,0.0010881957930918118,-0.012253136017263197,0.9878216279778474
2020-03-27 21:00:00+00:00,-0.003643204110550215,-0.01589634012781341,0.9842293398550858
2020-03-27 22:00:00+00:00,-0.004087915590471829,-0.01998425571828524,0.980214105952292
2020-03-27 23:00:00+00:00,-0.0006947361612176326,-0.020678991879502874,0.9795333522666334
2020-03-28 00:00:00+00:00,0.0025982797539937787,-0.018080712125509095,0.9820817632528189
2020-03-28 01:00:00+00:00,-0.0023700957194315777,-0.020450807844940674,0.9797568916420302
2020-03-28 02:00:00+00:00,0.00016910652236594935,-0.020281701322574727,0.9799225889325912
2020-03-28 03:00:00+00:00,0.0026034034488093636,-0.01767829787376536,0.9824770464791971
2020-03-28 04:00:00+00:00,-0.000199713235264377,-0.01787801110902974,0.9822808524016008
2020-03-28 05:00:00+00:00,-0.0005673377128136377,-0.01844534882184338,0.9817237254839579
2020-03-28 06:00:00+00:00,-0.0008671692727991278,-0.019312518094642506,0.9808727738477212
2020-03-28 07:00:00+00:00,-0.0004334380424191514,-0.01974595613706166,0.9804477183970182
2020-03-28 08:00:00+00:00,-0.0034551693368123004,-0.02320112547387396,0.9770659511576492
2020-03-28 09:00:00+00:00,0.0003759463924985788,-0.022825179081375383,0.9774333446330188
2020-03-28 10:00:00+00:00,0.0018160537590880188,-0.021009125322287363,0.9792100289215884
2020-03-28 11:00:00+00:00,0.0013683643486315008,-0.019640760973655864,0.9805508621799842
2020-03-28 12:00:00+00:00,-0.002579984799986929,-0.022220745773642792,0.9780243164861473
2020-03-28 13:00:00+00:00,-0.0009900225177925958,-0.02321076829143539,0.9770565295343623
2020-03-28 14:00:00+00:00,0.00012935878712264396,-0.023081409504312745,0.9771829285572089
2020-03-28 15:00:00+00:00,-0.00040826047289909247,-0.023489669977211837,0.9767840648183767
2020-03-28 16:00:00+00:00,0.004069714476503554,-0.019419955500708283,0.980767397082023
2020-03-28 17:00:00+00:00,0.0044035786134776845,-0.0150163768872306,0.9850958066680222
2020-03-28 18:00:00+00:00,-0.0016845487069394659,-0.016700925594170066,0.9834377617215102
2020-03-28 19:00:00+00:00,-0.0009890233599413323,-0.017689948954111398,0.9824655996268746
2020-03-28 20:00:00+00:00,0.002139190527686633,-0.015550758426424765,0.9845695302833173
2020-03-28 21:00:00+00:00,0.003838399845001508,-0.011712358581423256,0.9883559640903271
2020-03-28 22:00:00+00:00,-0.0015429619045418865,-0.013255320485965142,0.9868321443897997
2020-03-28 23:00:00+00:00,0.0001261315607523566,-0.013129188925212787,0.9869566229185428
2020-03-29 00:00:00+00:00,-0.0016351594329455192,-0.014764348358158305,0.9853441102036452
2020-03-29 01:00:00+00:00,0.00023512093798210666,-0.014529227420176198,0.9855758124730315
2020-03-29 02:00:00+00:00,-0.00010187854340349192,-0.01463110596357969,0.985475408559432
2020-03-29 03:00:00+00:00,0.0015215941990851833,-0.013109511764494507,0.9869760436137054
2020-03-29 04:00:00+00:00,-0.0010398415692516195,-0.014149353333746126,0.9859502783048321
2020-03-29 05:00:00+00:00,-0.0003858807283958457,-0.014535234062141971,0.9855698924897754
2020-03-29 06:00:00+00:00,-0.0006573053456583326,-0.015192539407800304,0.9849222849921736
2020-03-29 07:00:00+00:00,-0.0007513100394660126,-0.015943849447266317,0.9841825808997154
2020-03-29 08:00:00+00:00,0.0013095342214926348,-0.014634315225773683,0.9854722459155352
2020-03-29 09:00:00+00:00,-0.00015579254449443226,-0.014790107770268115,0.9853187286455489
2020-03-29 10:00:00+00:00,0.0003598452847658031,-0.014430262485502311,0.9856733547454817
2020-03-29 11:00:00+00:00,3.302425369275939e-05,-0.014397238231809552,0.9857059064099013
2020-03-29 12:00:00+00:00,0.0005188894849111767,-0.013878348746898375,0.9862175115617401
