datetime,R_CS,Cum_R_CS,Equity_CS
2020-03-26 22:00:00+00:00,0.0,0.0,1.0
2020-03-26 23:00:00+00:00,-0.003646575293822281,-0.003646575293822281,0.9963600653874973
2020-03-27 00:00:00+00:00,-0.0006447821304058536,-0.004291357424228134,0.9957178372927352
2020-03-27 01:00:00+00:00,-0.0003185461796995973,-0.004609903603927732,0.9954007056928184
2020-03-27 02:00:00+00:00,-0.0013506064445161059,-0.005960510048443838,0.9940572185502556
2020-03-27 03:00:00+00:00,-0.0007969518713570895,-0.0067574619198009275,0.9932653183847688
2020-03-27 04:00:00+00:00,0.0016756247246439877,-0.00508183719515694,0.9949310534941098
2020-03-27 05:00:00+00:00,0.0008429211404507738,-0.0042389160547061655,0.9957700554689647
2020-03-27 06:00:00+00:00,0.0014886415429192276,-0.002750274511786938,0.9972535040283569
2020-03-27 07:00:00+00:00,-0.0012975154545231062,-0.004047789966310044,0.9959603912930999
2020-03-27 08:00:00+00:00,0.003860259389982119,-0.0001875305763279246,0.9998124870064314
2020-03-27 09:00:00+00:00,-0.0003660300037661012,-0.0005535605800940258,0.9994465926062966
2020-03-27 10:00:00+00:00,0.0017677343674361349,0.001214173787342109,1.0012149111947517
2020-03-27 11:00:00+00:00,-0.0011334201111581777,8.075367618393136e-05,1.0000807569368497
2020-03-27 12:00:00+00:00,0.00030387893198383445,0.0003846326081677658,1.0003847065887743
2020-03-27 13:00:00+00:00,0.0019524503839210793,0.002337082992088845,1.0023398160992962
2020-03-27 14:00:00+00:00,0.0027914046589598194,0.005128487651048664,1.0051416608537505
2020-03-27 15:00:00+00:00,0.001428066904356563,0.006556554555405227,1.0065780958122987
2020-03-27 16:00:00+00:00,-0.007437581904657639,-0.0008810273492524121,0.9991193606413908
2020-03-27 17:00:00+00:00,-0.0010431473043630312,-0.0019241746536154433,0.9980776753836449
2020-03-27 18:00:00+00:00,0.0035662984845801216,0.0016421238309646783,1.001643472854623
2020-03-27 19:00:00+00:00,4.592060116528863e-05,0.0016880444321299669,1.0016894699811496
2020-03-27 20:00:00+00:00,-0.00046397123999135977,0.0012240731921386071,1.0012248226755047
2020-03-27 21:00:00+00:00,-0.0025543729428806074,-0.0013302997507420003,0.9986705847057306
2020-03-27 22:00:00+00:00,0.00010962351999237933,-0.001220676230749621,0.9987800684914282
2020-03-27 23:00:00+00:00,-0.0023019946385296874,-0.0035226708692793086,0.9964835264565652
2020-03-28 00:00:00+00:00,-0.0009684657466272975,-0.004491136615906606,0.9955189334571464
2020-03-28 01:00:00+00:00,-0.0006313048825134981,-0.005122441498420104,0.9948906558320528
2020-03-28 02:00:00+00:00,-0.00010097559019781282,-0.005223417088617917,0.9947902012327146
2020-03-28 03:00:00+00:00,-0.002223344952767675,-0.007446762041385592,0.9925808963932208
2020-03-28 04:00:00+00:00,-0.0010202550768038455,-0.008467017118189438,0.991568727117757
2020-03-28 05:00:00+00:00,-0.0020870518471304248,-0.010554068965319862,0.9895014298030007
2020-03-28 06:00:00+00:00,-0.00029532581991843353,-0.010849394785238296,0.9892092476285275
2020-03-28 07:00:00+00:00,-0.00022159020990858338,-0.01107098499514688,0.9889900728280937
2020-03-28 08:00:00+00:00,-0.0015809257445543777,-0.012651910739701257,0.9874277882142225
2020-03-28 09:00:00+00:00,0.002073988035550921,-0.010577922704150337,0.9894778267758332
2020-03-28 10:00:00+00:00,0.0023929484777301556,-0.008184974226420182,0.9918484314713994
2020-03-28 11:00:00+00:00,0.0008859582631833897,-0.007299015963236792,0.9927275571619183
2020-03-28 12:00:00+00:00,0.002277593756271975,-0.005021422206964818,0.9949911640577299
2020-03-28 13:00:00+00:00,-0.0013599582528473469,-0.006381380459812165,0.9936389373070345
2020-03-28 14:00:00+00:00,0.0011335888312750473,-0.005247791628537117,0.9947659539747524
