datetime,R_CS_RB,Cum_R_CS_RB,Equity_CS_RB
2020-03-03 10:00:00+00:00,0.0,0.0,1.0
2020-03-03 11:00:00+00:00,0.0,0.0,1.0
2020-03-03 12:00:00+00:00,0.0004180457903738932,0.0004180457903738932,1.000418133183693
2020-03-03 13:00:00+00:00,-0.0013646949588811373,-0.0009466491685072441,0.9990537987624613
2020-03-03 14:00:00+00:00,0.0008317081900344394,-0.00011494097847280474,0.9998850656269884
2020-03-03 15:00:00+00:00,0.0012303332016970528,0.001115392223224248,1.001116014504471
2020-03-03 16:00:00+00:00,-0.0014796463352825496,-0.0003642541120583015,0.9996358122204165
2020-03-03 17:00:00+00:00,0.0014723708319929665,0.001108116719934665,1.0011087309081104
2020-03-03 18:00:00+00:00,-0.007543760891531652,-0.006435644171596987,0.9935850202330058
2020-03-03 19:00:00+00:00,0.003738333282825339,-0.0026973108887716484,0.9973063235857401
2020-03-03 20:00:00+00:00,-0.0007023480282652392,-0.0033996589170368877,0.9966061133802059
2020-03-03 21:00:00+00:00,-0.0028495759134819472,-0.006249234830518835,0.9937702510257712
2020-03-03 22:00:00+00:00,-0.00016483415135527444,-0.00641406898187411,0.9936064572495762
2020-03-03 23:00:00+00:00,-0.0009138828860282914,-0.007327951867902401,0.99269883210756
2020-03-04 00:00:00+00:00,-0.0010597353439113944,-0.008387687211813795,0.9916473912922138
2020-03-04 01:00:00+00:00,0.0020772903823717635,-0.006310396829442032,0.9937094719094531
2020-03-04 02:00:00+00:00,-0.0004596735707859291,-0.006770070400227961,0.9932527948973944
2020-03-04 03:00:00+00:00,-0.0010373877256205065,-0.007807458125848467,0.9922229409108305
2020-03-04 04:00:00+00:00,-0.0010528858120789927,-0.00886034393792746,0.9911787932345223
2020-03-04 05:00:00+00:00,-0.0018186909503216946,-0.010679034888249153,0.9893777835695293
2020-03-04 06:00:00+00:00,-0.0004169707640309848,-0.011096005652280139,0.9889653279561411
2020-03-04 07:00:00+00:00,0.0015889445664232526,-0.009507061085856887,0.9905379881444281
