datetime,R_CS_RB_daily,Cum_R_CS_RB_daily,Equity_R_CS_RB_daily
2020-03-03 00:00:00+00:00,0.0,0.0,1.0
2020-03-04 00:00:00+00:00,-0.01594565757384609,-0.01594565757384609,0.9841808013746405
2020-03-05 00:00:00+00:00,-0.015045889626983121,-0.030991547200829212,0.9694837678929806
2020-03-06 00:00:00+00:00,-0.013359113893256974,-0.04435066109408618,0.9566184497795145
2020-03-07 00:00:00+00:00,-0.011071761411298387,-0.055422422505384566,0.9460854157598575
2020-03-08 00:00:00+00:00,-0.007069192586205543,-0.06249161509159011,0.9394209397389901
2020-03-09 00:00:00+00:00,-0.01130619736587913,-0.07379781245746925,0.9288594786721198
2020-03-10 00:00:00+00:00,-0.007876248084476357,-0.0816740605419456,0.9215722865209722
2020-03-11 00:00:00+00:00,-0.019871357480960902,-0.10154541802290651,0.9034401459451566
2020-03-12 00:00:00+00:00,-0.06097205350629541,-0.16251747152920193,0.8500012392741905
2020-03-13 00:00:00+00:00,-0.04836816609285433,-0.21088563762205625,0.8098666798647816
2020-03-14 00:00:00+00:00,-0.031008705993893357,-0.2418943436159496,0.785139128130878
2020-03-15 00:00:00+00:00,-0.03997118128366031,-0.2818655248996099,0.7543751223828178
2020-03-16 00:00:00+00:00,-0.013494214283892378,-0.2953597391835023,0.7442637984505315
2020-03-17 00:00:00+00:00,-0.03352205086616391,-0.32888179004966617,0.7197280907405403
2020-03-18 00:00:00+00:00,-0.02619336719303688,-0.35507515724270305,0.7011207469262026
2020-03-19 00:00:00+00:00,-0.03430772770152555,-0.3893828849442286,0.6774748254376757
2020-03-20 00:00:00+00:00,-0.05313990647623208,-0.4425227914204607,0.6424136992805372
2020-03-21 00:00:00+00:00,-0.052874763214850296,-0.495397554635311,0.6093286177214259
2020-03-22 00:00:00+00:00,-0.015739113141278193,-0.5111366677765892,0.5998134026151448
2020-03-23 00:00:00+00:00,-0.023161288914664548,-0.5342979566912537,0.5860805997127498
2020-03-24 00:00:00+00:00,-0.015834536803751176,-0.5501324934950048,0.5768733733474837
2020-03-25 00:00:00+00:00,-0.0183387357643994,-0.5684712292594042,0.5663906586362336
2020-03-26 00:00:00+00:00,0.00586496584076007,-0.5626062634186442,0.5697222808769378
2020-03-27 00:00:00+00:00,-0.02067899187950287,-0.583285255298147,0.5580619756483793
2020-03-28 00:00:00+00:00,0.007549802954290095,-0.5757354523438569,0.562291178335752
2020-03-29 00:00:00+00:00,-0.007382420769790465,-0.5831178731136474,0.5581553930989399
2020-03-30 00:00:00+00:00,0.005984598028261001,-0.5771332750853864,0.5615057440161787
2020-03-31 00:00:00+00:00,-0.0010015173279750297,-0.5781347924133614,0.5609436677953084
2020-04-01 00:00:00+00:00,-0.016680479101159527,-0.594815271514521,0.5516644645967786
2020-04-02 00:00:00+00:00,-0.0053795504648316075,-0.6001948219793526,0.5487047259393529
2020-04-03 00:00:00+00:00,0.020546715323098323,-0.5796481066562542,0.5600954257436437
2020-04-04 00:00:00+00:00,-0.007357059163447621,-0.5870051658197019,0.555989891406883
2020-04-05 00:00:00+00:00,-0.02121646143968534,-0.6082216272593872,0.5443180091615432
2020-04-06 00:00:00+00:00,0.005400953143675653,-0.6028206741157116,0.5472657984946627
2020-04-07 00:00:00+00:00,-0.00649472529617963,-0.6093153994118913,0.5437229747563688
2020-04-08 00:00:00+00:00,-0.010733817921990846,-0.6200492173338821,0.5379179620552125
2020-04-09 00:00:00+00:00,-0.02598886267985826,-0.6460380800137403,0.5241181830007118
2020-04-10 00:00:00+00:00,-0.00871928646299134,-0.6547573664767317,0.5195681119361079
2020-04-11 00:00:00+00:00,-0.018906266833206807,-0.6736636333099385,0.50983729513577
2020-04-12 00:00:00+00:00,-0.009573325664195293,-0.6832369589741338,0.5049797452261897
2020-04-13 00:00:00+00:00,-0.0022634848866218884,-0.6855004438607557,0.5038380238268406
2020-04-14 00:00:00+00:00,-0.01825154814324332,-0.7037519920039991,0.49472561066080195
2020-04-15 00:00:00+00:00,-0.008386296551990958,-0.71213828855599,0.4905940434661829
2020-04-16 00:00:00+00:00,0.014612051388862147,-0.6975262371671279,0.4978152587404728
2020-04-17 00:00:00+00:00,-0.005212471121802027,-0.7027387082889299,0.49522716212956625
2020-04-18 00:00:00+00:00,0.0006438231030720617,-0.7020948851858578,0.49554610347770134
2020-04-19 00:00:00+00:00,0.00802484309282359,-0.6940700420930342,0.4995387820863249
2020-04-20 00:00:00+00:00,0.1925498263324774,-0.5015202157605568,0.6056093027526055
2020-04-21 00:00:00+00:00,-0.016110752390182073,-0.517630968150739,0.5959306557189628
2020-04-22 00:00:00+00:00,-0.014456850216349267,-0.5320878183670882,0.5873773513796481
2020-04-23 00:00:00+00:00,-0.013769767553659867,-0.5458575859207481,0.5793447323526201
2020-04-24 00:00:00+00:00,-0.0005646372140078841,-0.546422223134756,0.5790177050915636
2020-04-25 00:00:00+00:00,-0.003043372572072607,-0.5494655957068286,0.5772582172357325
2020-04-26 00:00:00+00:00,-0.022900368534999202,-0.5723659642418278,0.5641890073315655
2020-04-27 00:00:00+00:00,-0.01753745406696118,-0.589903418308789,0.5543808251866231
2020-04-28 00:00:00+00:00,0.009140417525250378,-0.5807630007835386,0.5594713266096386
2020-04-29 00:00:00+00:00,-0.018862842311233828,-0.5996258430947724,0.5490170161771324
2020-04-30 00:00:00+00:00,-0.009485375600960069,-0.6091112186957325,0.5438340038373594
2020-05-01 00:00:00+00:00,-0.00700619419751922,-0.6161174128932517,0.5400371136018352
2020-05-02 00:00:00+00:00,-0.005367390833372761,-0.6214848037266245,0.537146288383115
2020-05-03 00:00:00+00:00,-0.017508377937213077,-0.6389931816638376,0.5278235790675351
2020-05-04 00:00:00+00:00,-0.020163190892014807,-0.6591563725558524,0.5172875484371774
2020-05-05 00:00:00+00:00,-0.00669252876362454,-0.6658489013194769,0.51383714547932
2020-05-06 00:00:00+00:00,0.011027008770605298,-0.6548218925488717,0.5195345873282526
2020-05-07 00:00:00+00:00,-0.023400444674320224,-0.6782223372231919,0.5075183874859189
2020-05-08 00:00:00+00:00,0.00274781965170761,-0.6754745175714844,0.508914874252864
2020-05-09 00:00:00+00:00,-0.022494546756700613,-0.697969064328185,0.49759486142527415
