datetime,R_TS_daily,Cum_R_TS_daily,Equity_R_TS_daily
2020-03-26 00:00:00+00:00,0.003923612597557963,0.003923612597557963,1.0039313200425117
2020-03-27 00:00:00+00:00,-0.0187932390796511,-0.014869626482093138,0.9852403804846236
2020-03-28 00:00:00+00:00,-0.009380026403759109,-0.02424965288585225,0.9760420076347869
2020-03-29 00:00:00+00:00,0.01306190552848662,-0.01118774735736563,0.98887460275239
2020-03-30 00:00:00+00:00,-0.019495593371379353,-0.030683340728744984,0.9697826151157843
2020-03-31 00:00:00+00:00,0.001210738108844657,-0.029472602619900326,0.9709574789679012
2020-04-01 00:00:00+00:00,-0.008229759744614335,-0.03770236236451466,0.9629995231412936
2020-04-02 00:00:00+00:00,0.004620022569755253,-0.033082339794759406,0.9674588959424028
2020-04-03 00:00:00+00:00,0.0010020333981466505,-0.03208030639661276,0.9684288079284178
2020-04-04 00:00:00+00:00,0.004609409624405028,-0.02747089677220773,0.9729029967589691
2020-04-05 00:00:00+00:00,-0.005728354998267431,-0.03319925177047516,0.9673457950230092
2020-04-06 00:00:00+00:00,0.02892602900698829,-0.004273222763486871,0.9957358944616385
2020-04-07 00:00:00+00:00,-0.013531855537250196,-0.01780507830073707,0.9823524955152335
2020-04-08 00:00:00+00:00,0.010879234027515014,-0.006925844273222055,0.993098084112933
2020-04-09 00:00:00+00:00,-0.0030550944986843373,-0.009980938771906391,0.9900687054947319
2020-04-10 00:00:00+00:00,-0.021130219878540423,-0.031111158650446814,0.9693678134689989
2020-04-11 00:00:00+00:00,-0.0003680164510673321,-0.03147917510151415,0.9690111358021573
2020-04-12 00:00:00+00:00,-0.008054817613121854,-0.03953399271463601,0.9612372783707337
2020-04-13 00:00:00+00:00,-0.007467076868018946,-0.04700106958265495,0.9540863771155851
2020-04-14 00:00:00+00:00,0.0007205180705489387,-0.046280551512106013,0.9547740613058537
2020-04-15 00:00:00+00:00,0.0034954126563981258,-0.04278513885570789,0.9581172301171534
2020-04-16 00:00:00+00:00,-0.01157434223541459,-0.05435948109112248,0.9470915837837948
2020-04-17 00:00:00+00:00,-0.0029634489618923622,-0.057322930053014844,0.9442890808012625
2020-04-18 00:00:00+00:00,0.024553180098170094,-0.032769749954844746,0.967761361035104
2020-04-19 00:00:00+00:00,-0.01173179485041778,-0.04450154480526253,0.9564741225262215
2020-04-20 00:00:00+00:00,0.018508144279145204,-0.025993400526117323,0.9743415197289439
2020-04-21 00:00:00+00:00,-0.003833936502355926,-0.02982733702847325,0.9706131080245727
2020-04-22 00:00:00+00:00,-0.008902402026913607,-0.03872973905538686,0.9620106679282736
2020-04-23 00:00:00+00:00,0.005876780522262197,-0.032852958533124664,0.9676808383382741
2020-04-24 00:00:00+00:00,0.0015511348508875401,-0.03130182368223712,0.9691830065426964
2020-04-25 00:00:00+00:00,0.006151548608097746,-0.025150275074139375,0.9751633582709579
2020-04-26 00:00:00+00:00,0.001265159538262279,-0.023885115535877095,0.9763978762614767
2020-04-27 00:00:00+00:00,-0.0012644810483425533,-0.025149596584219648,0.975164019909691
2020-04-28 00:00:00+00:00,0.006900013372933266,-0.018249583211286384,0.9819159320415788
2020-04-29 00:00:00+00:00,0.024497709741219138,0.006248126529932754,1.0062676867896052
2020-04-30 00:00:00+00:00,-0.021295879801264708,-0.015047753271331954,0.9850648984085129
2020-05-01 00:00:00+00:00,0.0019198993465439,-0.013127853924788054,0.9869579405069331
2020-05-02 00:00:00+00:00,0.004130771119208152,-0.008997082805579901,0.9910432698345636
2020-05-03 00:00:00+00:00,-0.008798445388556448,-0.01779552819413635,0.9823618771310829
2020-05-04 00:00:00+00:00,-0.006588234679330521,-0.02438376287346687,0.9759111194301355
2020-05-05 00:00:00+00:00,-0.0019273289394490458,-0.026311091812915917,0.9740320290816039
2020-05-06 00:00:00+00:00,0.0004003922547036468,-0.02591069955821227,0.9744221020477675
2020-05-07 00:00:00+00:00,6.216308384390237e-05,-0.02584853647436837,0.9744826770133402
2020-05-08 00:00:00+00:00,-0.005569907624967103,-0.031418444099335474,0.9690699866065728
2020-05-09 00:00:00+00:00,-0.009192340340561498,-0.04061078443989697,0.9602027830913065
2020-05-10 00:00:00+00:00,-0.02281741354990199,-0.06342819798979896,0.9385415060481744
2020-05-11 00:00:00+00:00,0.000718235820388456,-0.06270996216941051,0.9392158423139814
